EXERCÍCIO,CÓDIGO ÓRGÃO SUPERIOR,NOME ÓRGÃO SUPERIOR,CÓDIGO ÓRGÃO SUBORDINADO,NOME ÓRGÃO SUBORDINADO,CÓDIGO UNIDADE ORÇAMENTÁRIA,NOME UNIDADE ORÇAMENTÁRIA,CÓDIGO FUNÇÃO,NOME FUNÇÃO,CÓDIGO SUBFUNÇÃO,NOME SUBFUNÇÃO,CÓDIGO PROGRAMA ORÇAMENTÁRIO,NOME PROGRAMA ORÇAMENTÁRIO,CÓDIGO AÇÃO,NOME AÇÃO,CÓDIGO CATEGORIA ECONÔMICA,NOME CATEGORIA ECONÔMICA,CÓDIGO GRUPO DE DESPESA,NOME GRUPO DE DESPESA,CÓDIGO ELEMENTO DE DESPESA,NOME ELEMENTO DE DESPESA,ORÇAMENTO INICIAL (R$),ORÇAMENTO ATUALIZADO (R$),ORÇAMENTO EMPENHADO (R$),ORÇAMENTO REALIZADO (R$),% REALIZADO DO ORÇAMENTO (COM RELAÇÃO AO ORÇAMENTO ATUALIZADO)
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,7189083.0,7189083.0,7189083.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,334,Fomento ao trabalho,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",21FU,GESTAO E APOIO OPERACIONAL AO FUNDO DE AMPARO AO TRABALHADOR - FAT,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,58553.15,58553.15,59253.15,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,62214.16,62214.16,62214.16,61220.06,98.4
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,334,Fomento ao trabalho,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",21FU,GESTAO E APOIO OPERACIONAL AO FUNDO DE AMPARO AO TRABALHADOR - FAT,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,36400.0,36400.0,36400.0,831.39,2.28
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,7,Contribuição a Entidades Fechadas de Previdência,100000.0,100000.0,100000.0,6645.83,6.65
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,334,Fomento ao trabalho,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",21FU,GESTAO E APOIO OPERACIONAL AO FUNDO DE AMPARO AO TRABALHADOR - FAT,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,679500.0,679500.0,4500.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,0,Não informado,170496720.84,170496720.84,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,334,Fomento ao trabalho,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",21FU,GESTAO E APOIO OPERACIONAL AO FUNDO DE AMPARO AO TRABALHADOR - FAT,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,17099759.0,17099759.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,40046.0,40046.0,40046.0,3337.15,8.33
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,128,Formação de recursos humanos,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",20YV,DEMOCRATIZACAO DAS RELACOES DE TRABALHO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,1171.28,1171.28,1171.28,1060.59,90.55
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,15024000.0,15024000.0,15024000.0,1976.18,0.01
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,128,Formação de recursos humanos,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",20YV,DEMOCRATIZACAO DAS RELACOES DE TRABALHO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,40000.0,40000.0,40000.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,342579.92,342579.92,342579.92,191838.47,56.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,128,Formação de recursos humanos,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",20YV,DEMOCRATIZACAO DAS RELACOES DE TRABALHO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,1000.0,1000.0,1000.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,150000.0,150000.0,150000.0,12166.18,8.11
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,128,Formação de recursos humanos,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",20YV,DEMOCRATIZACAO DAS RELACOES DE TRABALHO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,828616.72,828616.72,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,1618398.08,1618398.08,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,21BX,BONUS DE EFICIENCIA E PRODUTIVIDADE E PAGAMENTO EXTRAORDINARIO POR PROCESSOS OU SERVICOS DE SERVIDORES ATIVOS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,16000000.0,16000000.0,16000000.0,15644490.32,97.78
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,150000.0,150000.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,21BX,BONUS DE EFICIENCIA E PRODUTIVIDADE E PAGAMENTO EXTRAORDINARIO POR PROCESSOS OU SERVICOS DE SERVIDORES ATIVOS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,0,Não informado,238008620.0,238008620.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,91,Sentenças Judiciais,10000.0,10000.0,10000.0,786.55,7.87
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,334,Fomento ao trabalho,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",21IJ,"FORTALECIMENTO DOS CONSELHOS DO TRABALHO, EMPREGO E RENDA",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,2628335.0,2628335.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,4,Contratação por Tempo Determinado,180000.0,180000.0,180000.0,81412.73,45.23
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,333,Empregabilidade,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",2A95,INCLUSAO PRODUTIVA DAS JUVENTUDES,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,200050.0,200050.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,49,Auxílio-Transporte,714000.0,714000.0,714000.0,258341.69,36.18
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,333,Empregabilidade,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",2A95,INCLUSAO PRODUTIVA DAS JUVENTUDES,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,6672514.0,6672514.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,49,Auxílio-Transporte,22682.0,22682.0,22682.0,958.86,4.23
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,333,Empregabilidade,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",2A95,INCLUSAO PRODUTIVA DAS JUVENTUDES,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,2794867.0,2794867.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,46,Auxílio-Alimentação,13000000.0,13000000.0,13000000.0,6184843.15,47.58
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,588696.0,588696.0,588696.0,47254.78,8.03
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,46,Auxílio-Alimentação,1937532.0,1937532.0,1937532.0,182125.0,9.4
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,96,Ressarcimento de Despesas de Pessoal Requisitado,170000.0,170000.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,9523.7,9523.7,9523.7,4997.6,52.48
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,1202.69,1202.69,1202.69,1202.69,100.0
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,96,Ressarcimento de Despesas de Pessoal Requisitado,7680.0,7680.0,7680.0,640.0,8.33
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,1300000.0,1300000.0,1300000.0,622443.67,47.88
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,90100.0,90100.0,90100.0,22458.0,24.93
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,10757433.31,10757433.31,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,8,Outros Benefícios Assistenciais do servidor e do militar,524000.0,524000.0,524000.0,256728.24,48.99
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,125,Normatização e fiscalização,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",4245,CLASSIFICACAO BRASILEIRA DE OCUPACOES - CBO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,690703.0,690703.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,8,Outros Benefícios Assistenciais do servidor e do militar,137484.0,137484.0,137484.0,29030.42,21.12
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,208034000.0,208034000.0,208034000.0,70168096.91,33.73
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,96,Ressarcimento de Despesas de Pessoal Requisitado,370000.0,370000.0,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,37201,"Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho",40203,FUNDACAO JORGE DUPRAT FIG.DE SEG.MED.TRABALHO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,36750000.0,36750000.0,36750000.0,2020031.55,5.5
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,52481521.3,52481521.3,0.0,0.0,0.0
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,4,Contratação por Tempo Determinado,663000.0,663000.0,663000.0,213034.93,32.13
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,331,Proteção e benefícios ao trabalhador,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",0581,ABONO SALARIAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,3005000000.0,3005000000.0,2603730996.0,2603730996.0,86.65
2026,40000,Ministério do Trabalho e Emprego,40000,Ministério do Trabalho e Emprego - Unidades com vínculo direto,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,138287.76,138287.76,138287.76,95366.54,68.96
2026,40000,Ministério do Trabalho e Emprego,38901,Fundo de Amparo ao Trabalhador,40901,FUNDO DE AMPARO AO TRABALHADOR - FAT,11,Trabalho,331,Proteção e benefícios ao trabalhador,2310,"PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA",0581,ABONO SALARIAL,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,30549831804.0,30549831804.0,0.0,0.0,0.0
