EXERCÍCIO,CÓDIGO ÓRGÃO SUPERIOR,NOME ÓRGÃO SUPERIOR,CÓDIGO ÓRGÃO SUBORDINADO,NOME ÓRGÃO SUBORDINADO,CÓDIGO UNIDADE ORÇAMENTÁRIA,NOME UNIDADE ORÇAMENTÁRIA,CÓDIGO FUNÇÃO,NOME FUNÇÃO,CÓDIGO SUBFUNÇÃO,NOME SUBFUNÇÃO,CÓDIGO PROGRAMA ORÇAMENTÁRIO,NOME PROGRAMA ORÇAMENTÁRIO,CÓDIGO AÇÃO,NOME AÇÃO,CÓDIGO CATEGORIA ECONÔMICA,NOME CATEGORIA ECONÔMICA,CÓDIGO GRUPO DE DESPESA,NOME GRUPO DE DESPESA,CÓDIGO ELEMENTO DE DESPESA,NOME ELEMENTO DE DESPESA,ORÇAMENTO INICIAL (R$),ORÇAMENTO ATUALIZADO (R$),ORÇAMENTO EMPENHADO (R$),ORÇAMENTO REALIZADO (R$),% REALIZADO DO ORÇAMENTO (COM RELAÇÃO AO ORÇAMENTO ATUALIZADO)
2026,3000,Tribunal de Contas da União,3000,Tribunal de Contas da União - Unidades com vínculo direto,3101,TRIBUNAL DE CONTAS DA UNIAO,1,Legislativa,32,Controle externo,34,PROGRAMA DE GESTAO E MANUTENCAO DO PODER LEGISLATIVO,4018,FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,40,Serviços de Tecnologia da Informação e Comunicação,0.0,0.0,39.42,0.0,0.0
2026,3000,Tribunal de Contas da União,3000,Tribunal de Contas da União - Unidades com vínculo direto,3101,TRIBUNAL DE CONTAS DA UNIAO,1,Legislativa,32,Controle externo,34,PROGRAMA DE GESTAO E MANUTENCAO DO PODER LEGISLATIVO,4018,FISCALIZACAO DA APLICACAO DOS RECURSOS PUBLICOS FEDERAIS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,0.0,0.0,293572.35,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,28,Encargos especiais,846,Outros encargos especiais,901,OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0022,SENTENCAS JUDICIAIS DEVIDAS POR EMPRESAS ESTATAIS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,91,Sentenças Judiciais,150000.0,150000.0,27627.66,27627.66,18.42
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,846,Outros encargos especiais,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,09HB,"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS",3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,58642969.0,58642969.0,58642969.0,46339.72,0.08
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,127762363.43,127762363.43,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,4,Contratação por Tempo Determinado,78207.92,78207.92,78207.92,8225.0,10.52
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,126,Tecnologia da informação,4102,SEGURANCA INSTITUCIONAL,21AP,SEGURANCA DA INFORMACAO E CIBERSEGURANCA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,22500.0,22500.0,22500.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,6313904.0,6313904.0,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,28,Encargos especiais,846,Outros encargos especiais,901,OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0022,SENTENCAS JUDICIAIS DEVIDAS POR EMPRESAS ESTATAIS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,147.94,147.94,147.94,147.94,100.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,2291765.81,2291765.81,2291765.81,2291765.81,100.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,49,Auxílio-Transporte,360708.95,360708.95,360708.95,28198.31,7.82
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,126,Tecnologia da informação,4102,SEGURANCA INSTITUCIONAL,21AP,SEGURANCA DA INFORMACAO E CIBERSEGURANCA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,14,Diárias - Civil,12000.0,12000.0,12000.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,4325000.0,4325000.0,4325000.0,613598.28,14.19
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,28,Encargos especiais,846,Outros encargos especiais,901,OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0022,SENTENCAS JUDICIAIS DEVIDAS POR EMPRESAS ESTATAIS,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,91,Sentenças Judiciais,3803775.6,3803775.6,1113033.68,1055787.55,27.76
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,93180.0,93180.0,84900.0,62050.0,66.59
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,96,Ressarcimento de Despesas de Pessoal Requisitado,4834016.16,4834016.16,4834016.16,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,126,Tecnologia da informação,4102,SEGURANCA INSTITUCIONAL,21AP,SEGURANCA DA INFORMACAO E CIBERSEGURANCA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,15,Diárias - Militar,10500.0,10500.0,10500.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,71903,FUNDO SOCIAL - FS,28,Encargos especiais,846,Outros encargos especiais,902,OPERACOES ESPECIAIS: FINANCIAMENTOS COM RETORNO,00XF,"FINANCIAMENTO DE OPERACOES DE CREDITO REEMBOLSAVEL NO AMBITO DO PROGRAMA MINHA CASA, MINHA VIDA (LEI N. 12.351, DE 2010)",4,DESPESAS DE CAPITAL,5,Inversões Financeiras,0,Não informado,24762323258.0,24762323258.0,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,28,Encargos especiais,846,Outros encargos especiais,901,OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0022,SENTENCAS JUDICIAIS DEVIDAS POR EMPRESAS ESTATAIS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,1289619.06,1289619.06,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,36,Outros Serviços de Terceiros - Pessoa Física,107729.35,107729.35,107729.35,52876.65,49.08
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,46,Auxílio-Alimentação,15831411.75,15831411.75,15831411.75,1437004.15,9.08
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,126,Tecnologia da informação,4102,SEGURANCA INSTITUCIONAL,21AP,SEGURANCA DA INFORMACAO E CIBERSEGURANCA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,5595000.0,5595000.0,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,71800.0,71800.0,69900.0,5900.0,8.22
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,28,Encargos especiais,846,Outros encargos especiais,901,OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0022,SENTENCAS JUDICIAIS DEVIDAS POR EMPRESAS ESTATAIS,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,0,Não informado,26268784.4,26268784.4,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,261433.68,261433.68,237253.68,112790.0,43.14
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,17041.74,17041.74,17041.74,12325.36,72.32
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,131,Comunicação social,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4641,PUBLICIDADE DE UTILIDADE PUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,28175896.0,28175896.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,1097073.55,1097073.55,1097073.55,887681.23,80.91
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,225194000.0,225194000.0,225194000.0,15731092.99,6.99
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,47,Obrigações Tributárias e Contributivas,681532.79,681532.79,656024.79,9322.71,1.37
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,96,Ressarcimento de Despesas de Pessoal Requisitado,300713.02,300713.02,300713.02,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,131,Comunicação social,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4641,PUBLICIDADE DE UTILIDADE PUBLICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,18161000.0,18161000.0,18150000.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,3181578.0,3181578.0,0.0,0.0,0.0
2026,20000,Presidência da República,20116,Fundo de Imprensa Nacional,20927,FUNDO DE IMPRENSA NACIONAL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,1000000.0,1000000.0,1000000.0,782149.36,78.21
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,4,DESPESAS DE CAPITAL,4,Investimentos,52,Equipamentos e Material Permanente,402372.66,402372.66,402372.66,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,16,Outras Despesas Variáveis - Pessoal Civil,1354243.36,1354243.36,1354243.36,53232.26,3.93
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,28,Encargos especiais,846,Outros encargos especiais,910,OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E,00W7,"CONTRIBUICAO A ORGANIZACAO DOS ESTADOS IBERO-AMERICANOS PARA A EDUCACAO, A CIENCIA E A CULTURA (OEI) PARA REALIZACAO DE ATIVIDADES DE PROMOCAO DO DIALOGO E DA PARTICIPACAO SOCIAL",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,6023797.0,6023797.0,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,57800.0,57800.0,0.0,0.0,0.0
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,13,Obrigações Patronais,800000.0,800000.0,800000.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,4,DESPESAS DE CAPITAL,4,Investimentos,39,Outros Serviços de Terceiros - Pessoa Jurídica,1040.0,1040.0,940.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,5515211.62,5515211.62,5515211.62,471710.72,8.55
2026,20000,Presidência da República,20116,Fundo de Imprensa Nacional,20927,FUNDO DE IMPRENSA NACIONAL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,50000.0,50000.0,0.0,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,224459468.98,224459468.98,224318601.35,14072458.03,6.27
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,40,Serviços de Tecnologia da Informação e Comunicação,5131899.4,5131899.4,1515820.26,0.0,0.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",3,DESPESAS CORRENTES,3,Outras Despesas Correntes,8,Outros Benefícios Assistenciais do servidor e do militar,2051275.0,2051275.0,2051275.0,165323.51,8.06
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,2926.45,2926.45,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,16,Outras Despesas Variáveis - Pessoal Civil,53340000.0,53340000.0,53340000.0,4629023.17,8.68
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,246226.69,246226.69,244530.58,127723.93,51.87
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,379763090.47,379763090.47,379763090.47,17321079.74,4.56
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,0,Não informado,214000.0,214000.0,0.0,0.0,0.0
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,94,Indenizações e Restituições Trabalhistas,1500000.0,1500000.0,1500000.0,182487.37,12.17
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,48,Outros Auxílios Financeiros a Pessoas Físicas,237500.0,237500.0,118750.0,55100.0,23.2
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,7,Contribuição a Entidades Fechadas de Previdência,9125656.15,9125656.15,9125656.15,565474.26,6.2
2026,20000,Presidência da República,60000,Gabinete da Vice-Presidência da República,60101,GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,216H,AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,93,Indenizações e Restituições,18000.0,18000.0,18000.0,15885.08,88.25
2026,20000,Presidência da República,20116,Fundo de Imprensa Nacional,20927,FUNDO DE IMPRENSA NACIONAL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,16,Outras Despesas Variáveis - Pessoal Civil,20000.0,20000.0,20000.0,9026.8,45.13
2026,20000,Presidência da República,20415,Empresa Brasil de Comunicação,20415,EMPRESA BRASIL DE COMUNICACAO,4,Administração,722,Telecomunicações,4101,COMUNICACAO PUBLICA E GOVERNAMENTAL,20B5,FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Jurídica,15528.77,15528.77,15528.77,15528.77,100.0
2026,20000,Presidência da República,20101,Presidência da República,20118,AGENCIA BRASILEIRA DE INTELIGENCIA - ABIN,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,92,Despesas de Exercícios Anteriores,14514.07,14514.07,14514.07,14514.07,100.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,28,Encargos especiais,846,Outros encargos especiais,910,OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E,00UU,CONTRIBUICOES REGULARES A ORGANISMOS INTERNACIONAIS DE DIREITO PRIVADO SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,41,Contribuições,14546.0,14546.0,14546.0,14546.0,100.0
2026,20000,Presidência da República,20101,Presidência da República,20101,PRESIDENCIA DA REPUBLICA,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,16,Outras Despesas Variáveis - Pessoal Civil,2645800.87,2645800.87,2645800.87,233271.79,8.82
